epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.9487,1.37946,1.28619,1.57126,0.70741,0.64189,0.7088,0.3748,1.65712,1.24013,1.84853,0.000661905,0.000661905,0.000661905
